日付,コード,会社名,分類,表題（リンク_TDnet）,表題（リンク_ローカル）,価格交渉,増産,価格改定,価格転嫁,値上,想定以上,上方修正,下方修正,想定以下,未達,大幅,計画を上,計画を下,計画以,需要回復,需要の回復,需要が増,需要が低,悪化,グローバルニッチトップ,トップシェア,シェア拡大,レアアース,URL（生）
20260515,5210,日山村硝,資本コストや株価,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260514535307.pdf"", ""新中期経営計画の策定および資本コストや株価を意識した経営の実現に向けた対応のアップデートについて"")","=HYPERLINK(""pdf_tmp/20260515/5210_1630_日山村硝_新中期経営計画の策定および資本コストや株価を意識した経営の実現に向けた対応のアップデートについて.pdf"", ""新中期経営計画の策定および資本コストや株価を意識した経営の実現に向けた対応のアップデートについて"")",,24,8 9 10,,,,8 9,,,9,1 8,,,,,,,,13,,17,18,,https://www.release.tdnet.info/inbs/140120260514535307.pdf
20260515,7047,G-ポート,事業計画,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260515536879.pdf"", ""2026年3月期 通期 決算説明資料(事業計画及び成長可能性に関する事項)"")","=HYPERLINK(""pdf_tmp/20260515/7047_1530_G-ポート_2026年3月期 通期 決算説明資料(事業計画及び成長可能性に関する事項).pdf"", ""2026年3月期 通期 決算説明資料(事業計画及び成長可能性に関する事項)"")",,,,72,35 72,5,3 10 12,,,108,3 5 6 7 10 11 14 16 18 19 23 25 26 27 38 43,,,,75,,,,,,,31 35 38 42 52 71 82,,https://www.release.tdnet.info/inbs/140120260515536879.pdf
20260515,9268,オプティマス,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260511521260.pdf"", ""2026年3月期 通期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260515/9268_1530_オプティマス_2026年3月期 通期 決算説明資料.pdf"", ""2026年3月期 通期 決算説明資料"")",,,,,,,14,14,,,14 52 53,,14,,31 32 53,,,52,3 23 32,,34 58,,,https://www.release.tdnet.info/inbs/140120260511521260.pdf
20260515,4099,四国化成HD,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260514534479.pdf"", ""2026年12月期 第1四半期決算補足説明資料"")","=HYPERLINK(""pdf_tmp/20260515/4099_1200_四国化成HD_2026年12月期 第1四半期決算補足説明資料.pdf"", ""2026年12月期 第1四半期決算補足説明資料"")",,12,,,3 5,,11,,,,3 6 15,11,11,,,,,,15,,,,,https://www.release.tdnet.info/inbs/140120260514534479.pdf
20260515,4416,G-TrueData,事業計画,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260514535030.pdf"", ""2026年3月期 通期決算説明資料(事業計画及び成長可能性に関する事項)"")","=HYPERLINK(""pdf_tmp/20260515/4416_1600_G-TrueData_2026年3月期 通期決算説明資料(事業計画及び成長可能性に関する事項).pdf"", ""2026年3月期 通期決算説明資料(事業計画及び成長可能性に関する事項)"")",,,,31,6 12 31 36 40 41,3 16 20,,16,,,55,,,,,,,,31,,11,,,https://www.release.tdnet.info/inbs/140120260514535030.pdf
20260515,5870,G-ナルネット,事業計画,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260515538591.pdf"", ""2026年3月期決算説明/事業計画及び成長可能性に関する事項"")","=HYPERLINK(""pdf_tmp/20260515/5870_1530_G-ナルネット_2026年3月期決算説明_事業計画及び成長可能性に関する事項.pdf"", ""2026年3月期決算説明/事業計画及び成長可能性に関する事項"")",,,,42 64,42 75,76,25,25,,21 28,14 20 35 45 64 76 77,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260515538591.pdf
20260515,9218,G-メンタルヘルスT,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260515538559.pdf"", ""2026年12月期第1四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260515/9218_1530_G-メンタルヘルスT_2026年12月期第1四半期決算説明資料.pdf"", ""2026年12月期第1四半期決算説明資料"")",8 17,,,,,,,,,5,5 7 8 9 10 14 17 21 42,5,5,,,,,,14 37,,,41,,https://www.release.tdnet.info/inbs/140120260515538559.pdf
20260515,2762,SANKO MF,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260515538602.pdf"", ""第三者割当による新株式、第3回無担保転換社債型新株予約権付社債及び第8回新株予約権発行並びに主要株主及び主要株主である筆頭株主の異動に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260515/2762_1600_SANKO MF_第三者割当による新株式、第3回無担保転換社債型新株予約権付社債及び第8回新株予約権発行並びに主要株主及び主要株主である筆頭株主の異動に関するお知らせ.pdf"", ""第三者割当による新株式、第3回無担保転換社債型新株予約権付社債及び第8回新株予約権発行並びに主要株主及び主要株主である筆頭株主の異動に関するお知らせ"")",,,,,,22 30 41,,27,,6 7 18 23,9 17 19 20 23 31,,,,,6 12,,,22 41,,,,,https://www.release.tdnet.info/inbs/140120260515538602.pdf
20260515,3878,巴川コーポ,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260513529384.pdf"", ""2026年3月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260515/3878_1400_巴川コーポ_2026年3月期 決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 決算短信〔日本基準〕(連結)"")",,,4,4 6,,4,,,,,4,,,,,,,,4,,,6,,https://www.release.tdnet.info/inbs/140120260513529384.pdf
20260515,7354,DmMiX,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260515537385.pdf"", ""2026年12月期第1四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260515/7354_1530_DmMiX_2026年12月期第1四半期決算説明資料.pdf"", ""2026年12月期第1四半期決算説明資料"")",4,,,9,,,,,,46,4 11 45 46,38,,,,,,,,,,44,,https://www.release.tdnet.info/inbs/140120260515537385.pdf
